average_temperature,highest_temperature,lowest_temperature,daily_temperature_range,average_humidity,precipitation,transaction_volume_data
29.05,34.6,23.55,11.05,80.0,13.0,0.55
29.75,35.0,24.5,10.5,79.5,13.0,2.548
29.35,34.75,23.95,10.8,80.0,13.0,2.828
29.4,34.8,24.0,10.8,78.25,13.0,1.3
29.75,35.2,24.25,10.95,76.0,13.0,1.0
28.15,34.0,22.2,11.8,75.0,13.0,1.6
27.75,33.9,21.55,12.35,76.0,13.0,1.8
28.25,34.3,22.15,12.15,75.5,13.0,1.8
28.25,34.2,22.25,11.95,75.75,13.0,1.6
28.15,34.25,22.05,12.2,74.5,13.0,1.3
28.65,34.85,22.5,12.35,73.75,13.0,1.0
29.35,35.55,23.15,12.4,74.0,13.0,2.4
29.55,35.6,23.45,12.15,74.5,13.0,2.2
29.25,35.35,23.15,12.2,74.5,13.0,1.3
29.25,35.05,23.5,11.55,76.75,13.0,1.3
27.45,31.2,23.75,7.45,85.0,38.0,1.8
25.0,26.55,23.4,3.15,94.0,94.5,1.8
25.7,28.6,22.7,5.9,87.75,126.0,2.0
26.35,31.4,21.2,10.2,77.5,126.0,1.4
25.3,31.25,19.3,11.95,77.25,126.0,1.2
25.25,31.5,19.0,12.5,76.5,126.0,1.3
25.8,31.7,19.9,11.8,75.0,126.0,1.3
25.6,29.5,21.7,7.8,84.5,126.75,1.3
24.55,29.1,20.05,9.05,79.0,127.5,1.4
23.8,29.6,18.0,11.6,72.75,63.75,1.2
23.35,29.75,16.95,12.8,71.25,0.0,2.4
21.35,26.85,15.85,11.0,72.25,0.0,1.7
20.05,26.35,13.7,12.65,71.0,0.0,1.5
19.95,26.55,13.3,13.25,74.5,0.0,1.5
19.45,22.95,15.85,7.1,87.0,7.25,1.026
20.4,23.85,16.9,6.95,87.0,15.0,1.0455
22.0,27.85,16.2,11.65,76.75,15.5,1.039
22.25,29.0,15.55,13.45,72.25,15.5,1.9
22.6,28.85,16.35,12.5,76.0,15.5,2.15
23.4,28.25,18.5,9.75,82.75,18.25,2.2
22.9,26.1,19.7,6.4,87.0,22.25,1.5
23.35,27.3,19.45,7.85,86.5,23.5,1.0
24.8,30.4,19.2,11.2,84.5,23.5,2.0
23.6,28.8,18.3,10.5,79.0,23.5,2.0
22.3,28.15,16.4,11.75,72.75,23.5,3.3
21.4,28.8,13.95,14.85,69.5,23.5,2.92
23.2,31.3,15.0,16.3,72.0,23.5,2.54
24.55,31.2,17.85,13.35,73.75,23.5,2.2
23.65,29.7,17.65,12.05,76.25,24.5,2.1
21.0,26.3,15.8,10.5,76.75,25.75,1.68
17.35,23.7,11.1,12.6,69.0,26.0,0.7
16.3,24.4,8.2,16.2,66.25,26.0,0.04
18.45,25.2,11.7,13.5,72.0,26.0,1.86
20.65,24.05,17.35,6.7,84.25,26.75,1.86
22.35,26.05,18.7,7.35,86.0,27.5,1.6
23.35,29.2,17.5,11.7,77.25,16.75,1.7
21.0,27.55,14.45,13.1,78.75,6.5,1.9
17.55,25.0,10.1,14.9,72.5,7.0,2.41
16.55,25.35,7.75,17.6,65.0,7.0,2.21
16.95,26.45,7.5,18.95,68.75,7.0,1.68
19.3,26.3,12.3,14.0,78.75,7.25,1.76
22.75,28.0,17.45,10.55,82.0,7.5,2.0
22.55,26.9,18.25,8.65,84.75,12.25,2.0
20.9,23.8,18.05,5.75,89.25,17.25,0.096
20.2,22.65,17.75,4.9,90.5,26.0,0.668
18.4,23.05,13.75,9.3,84.75,34.5,0.712
16.25,23.95,8.55,15.4,70.0,34.5,0.228
15.75,24.95,6.6,18.35,63.5,34.5,0.272
17.3,26.55,8.1,18.45,67.5,34.5,4.244
16.95,23.2,10.7,12.5,77.5,34.5,3.892
13.5,18.7,8.25,10.45,75.5,34.5,5.648
11.85,18.55,5.1,13.45,69.25,34.5,7.814
13.5,21.4,5.65,15.75,67.5,34.5,9.136
15.1,22.9,7.35,15.55,69.5,34.5,11.636
15.45,22.85,8.05,14.8,74.25,34.5,12.872
14.7,22.6,6.8,15.8,73.5,34.5,14.856
14.65,22.95,6.4,16.55,71.75,34.5,15.014
15.95,23.95,8.0,15.95,71.25,34.5,14.648
15.05,22.55,7.55,15.0,72.75,34.5,14.918
12.4,18.75,6.1,12.65,68.75,34.5,12.89
10.2,16.2,4.25,11.95,69.25,34.5,11.526
9.6,17.55,1.65,15.9,72.75,34.5,12.984
10.05,19.05,1.0,18.05,69.0,34.5,14.06
11.0,20.2,1.75,18.45,65.5,34.5,15.932
11.8,19.9,3.75,16.15,66.75,34.5,17.783
12.7,19.95,5.45,14.5,72.0,34.5,15.522
14.4,22.6,6.2,16.4,72.75,17.25,12.305
15.75,22.4,9.15,13.25,75.75,0.0,14.328
15.0,21.0,9.0,12.0,79.25,0.0,17.328
12.65,19.6,5.7,13.9,76.75,0.0,18.143
11.75,19.4,4.15,15.25,73.25,0.0,18.8315
11.9,20.5,3.4,17.1,71.5,0.0,20.772
10.6,19.5,1.6,17.9,64.0,0.0,11.29
9.75,18.55,0.85,17.7,65.5,0.0,10.285
9.35,16.5,2.15,14.35,77.75,16.75,19.744
9.85,16.3,3.4,12.9,81.0,33.5,19.474
8.6,13.85,3.35,10.5,65.25,33.5,12.932
6.45,10.85,2.1,8.75,62.25,33.5,12.889
5.7,12.25,-0.85,13.1,68.0,33.5,13.669
5.05,12.3,-2.25,14.55,73.75,33.75,14.2565
6.0,13.35,-1.35,14.7,76.5,34.0,13.164
7.3,15.5,-0.9,16.4,71.75,34.0,12.647
6.9,15.6,-1.8,17.4,69.5,34.0,12.987
4.1,8.3,-0.2,8.5,77.5,37.0,13.666
4.1,8.3,-0.2,8.5,77.5,40.0,13.61
4.2,11.2,-2.8,14.0,76.0,40.0,13.19
4.6,11.55,-2.4,13.95,75.0,40.0,12.834
5.15,12.4,-2.1,14.5,75.75,40.0,10.93
6.6,13.65,-0.45,14.1,77.25,56.5,10.288
8.15,13.3,3.0,10.3,76.0,78.0,9.44
6.45,11.45,1.55,9.9,73.5,83.0,9.612
3.3,8.3,-1.7,10.0,73.5,87.25,10.904
0.9,4.55,-2.8,7.35,81.25,95.5,10.694
1.1,4.95,-2.8,7.75,86.0,100.5,10.222
2.85,7.7,-2.05,9.75,85.25,101.5,12.374
4.2,10.1,-1.75,11.85,81.25,50.75,13.668
4.3,10.75,-2.25,13.0,75.75,0.0,12.766
3.5,10.4,-3.45,13.85,75.75,0.0,10.529
4.3,11.15,-2.55,13.7,76.0,0.0,8.748
3.75,9.35,-1.85,11.2,83.75,0.0,8.278
3.05,8.6,-2.5,11.1,77.75,0.0,9.256
3.2,10.55,-4.1,14.65,67.5,0.0,11.686
4.0,12.7,-4.6,17.3,70.0,0.0,12.212
6.1,13.2,-0.95,14.15,75.0,2.25,16.304
6.25,10.0,2.45,7.55,74.0,4.5,14.248
4.25,7.0,1.45,5.55,71.0,6.25,11.365
2.85,7.05,-1.35,8.4,76.5,8.25,8.305
1.9,6.55,-2.75,9.3,75.75,8.75,6.138
1.75,6.55,-3.05,9.6,73.25,9.0,7.654
1.75,6.5,-3.0,9.5,69.5,9.0,9.104
0.55,4.25,-3.15,7.4,65.0,9.0,6.292
1.6,5.25,-2.05,7.3,60.75,9.0,7.858
4.55,9.5,-0.4,9.9,64.25,9.0,9.1435
3.15,7.9,-1.55,9.45,72.75,10.5,8.3835
0.3,3.1,-2.4,5.5,78.75,12.75,7.9
0.0,3.3,-3.3,6.6,83.0,13.5,10.4765
-0.4,5.0,-5.85,10.85,79.5,13.5,13.057
0.2,6.15,-5.7,11.85,75.25,13.5,7.832
0.6,7.0,-5.7,12.7,73.0,13.5,10.226
-0.45,5.8,-6.6,12.4,76.5,13.5,8.13
-0.15,4.8,-5.1,9.9,81.5,14.0,6.316
0.6,3.8,-2.65,6.45,77.0,14.5,9.548
-0.7,2.15,-3.5,5.65,74.25,14.5,9.778
-1.8,2.8,-6.4,9.2,80.75,15.25,9.452
-0.3,5.85,-6.55,12.4,80.25,16.0,8.688
1.75,9.25,-5.8,15.05,73.5,16.0,7.686
3.1,10.5,-4.3,14.8,67.5,8.0,6.684
3.0,10.55,-4.6,15.15,61.5,0.0,1.712
2.65,10.8,-5.6,16.4,62.0,0.0,6.0165
1.9,9.0,-5.3,14.3,65.5,0.0,10.2745
-0.05,6.9,-7.0,13.9,65.25,0.0,10.228
-0.1,7.85,-7.95,15.8,63.5,0.0,9.379
1.0,8.95,-6.9,15.85,64.75,0.0,10.027
1.85,7.3,-3.55,10.85,71.5,1.0,10.9555
-1.0,2.5,-4.4,6.9,66.5,2.0,11.942
-3.7,1.75,-9.1,10.85,62.75,2.0,7.184
-2.2,4.7,-9.1,13.8,71.25,2.0,5.354
-0.4,6.3,-7.1,13.4,72.5,2.0,8.988
-1.2,4.45,-6.8,11.25,63.0,2.0,7.268
-2.35,3.0,-7.65,10.65,53.25,2.0,7.3765
-2.15,4.65,-8.95,13.6,59.25,2.0,4.8985
-1.9,6.0,-9.8,15.8,66.5,2.0,2.276
-1.1,6.85,-9.05,15.9,69.75,2.0,5.82
-0.6,5.6,-6.75,12.35,75.0,2.0,10.5575
-1.35,5.15,-7.8,12.95,69.0,2.0,11.715
0.6,7.15,-6.0,13.15,64.5,2.5,10.526
0.7,4.55,-3.2,7.75,74.75,3.75,11.383
-1.8,2.65,-6.25,8.9,76.75,4.5,12.082
-1.35,6.05,-8.7,14.75,68.25,4.5,13.6835
1.55,10.3,-7.1,17.4,71.0,4.5,10.4025
5.65,13.45,-2.05,15.5,79.25,6.5,6.953
3.65,10.4,-3.05,13.45,70.75,8.5,8.544
0.55,8.3,-7.2,15.5,60.75,8.5,17.324
1.35,9.75,-7.05,16.8,64.75,8.5,17.1375
2.55,12.2,-7.05,19.25,67.25,9.75,17.1455
4.2,12.05,-3.55,15.6,80.0,11.5,8.832
4.6,11.1,-1.8,12.9,82.75,12.0,0.324
5.6,10.05,1.15,8.9,74.5,1.0,8.076
-1.0,3.3,-5.25,8.55,59.0,1.0,12.658
-2.65,1.2,-6.45,7.65,49.75,1.0,9.42
-0.65,3.7,-4.9,8.6,56.0,1.25,7.422
2.0,6.35,-2.25,8.6,70.75,1.75,6.912
2.7,5.55,-0.05,5.6,80.25,3.5,8.998
1.35,3.5,-0.75,4.25,81.0,5.0,17.416
0.65,4.25,-2.9,7.15,75.0,5.0,14.26
1.75,6.6,-3.0,9.6,68.75,5.0,14.818
3.05,8.75,-2.6,11.35,62.75,5.0,15.54
2.6,8.75,-3.55,12.3,65.75,5.0,17.1505
2.3,8.75,-4.15,12.9,66.0,5.0,9.6285
1.95,9.65,-5.75,15.4,63.75,5.0,7.014
2.45,11.35,-6.4,17.75,63.75,5.0,13.368
4.4,10.2,-1.4,11.6,70.75,6.75,14.084
4.05,7.95,0.15,7.8,76.5,8.5,15.832
2.75,8.75,-3.2,11.95,70.75,8.5,17.106
1.85,8.95,-5.2,14.15,65.75,8.5,8.4285
0.6,8.25,-7.0,15.25,62.25,8.5,6.2765
0.95,9.5,-7.55,17.05,59.5,8.5,13.59
2.5,12.15,-7.05,19.2,60.5,8.5,14.852
4.05,13.95,-5.8,19.75,61.25,8.5,15.714
5.45,15.35,-4.5,19.85,62.0,8.5,16.7325
6.4,13.05,-0.3,13.35,70.25,9.5,17.0915
7.75,12.55,2.95,9.6,74.75,10.5,18.02
7.65,13.1,2.25,10.85,74.5,10.5,19.568
6.6,11.2,2.1,9.1,78.0,10.5,22.399
5.0,11.0,-1.0,12.0,64.0,0.0,25.27
4.9,12.3,-2.45,14.75,60.5,0.0,17.286
4.9,12.75,-2.9,15.65,62.5,0.0,20.759
3.9,9.95,-2.15,12.1,62.25,0.0,24.534
1.85,7.65,-3.95,11.6,54.0,0.0,22.63
1.65,7.5,-4.25,11.75,53.0,0.0,20.503
1.5,8.45,-5.45,13.9,57.75,0.0,21.599
1.35,9.1,-6.35,15.45,62.5,0.0,22.616
1.4,9.35,-6.55,15.9,62.5,0.0,18.812
2.15,12.15,-7.85,20.0,58.25,0.0,21.635
4.25,13.1,-4.6,17.7,70.5,17.5,23.695
5.2,9.85,0.6,9.25,88.25,36.25,25.4545
4.7,8.5,0.95,7.55,81.0,38.25,24.847
4.8,11.45,-1.9,13.35,71.5,39.0,24.0075
7.15,16.1,-1.85,17.95,72.5,39.0,26.298
10.1,19.55,0.65,18.9,74.0,40.75,21.429
11.5,19.1,3.9,15.2,72.5,42.5,24.2295
10.75,16.7,4.75,11.95,71.25,42.5,26.7615
8.8,13.55,4.05,9.5,69.75,42.5,27.999
5.8,10.5,1.15,9.35,65.25,42.5,28.407
5.15,12.8,-2.55,15.35,68.0,42.5,28.566
7.65,17.25,-2.0,19.25,67.0,42.5,29.823
8.7,18.7,-1.3,20.0,64.5,42.5,24.784
10.45,16.7,4.2,12.5,78.75,55.0,27.262
12.9,16.5,9.35,7.15,87.5,80.75,29.194
13.45,19.55,7.4,12.15,79.75,94.0,30.159
14.25,22.9,5.6,17.3,70.0,94.0,33.4515
14.85,20.75,8.95,11.8,77.75,103.5,33.415
13.5,17.3,9.7,7.6,84.75,115.25,31.597
12.6,19.5,5.65,13.85,73.5,117.5,28.649
13.3,22.55,4.0,18.55,65.75,58.75,31.0535
13.9,24.35,3.45,20.9,62.5,0.0,31.7875
13.1,22.45,3.75,18.7,62.5,0.0,30.695
9.85,16.05,3.6,12.45,59.5,0.0,32.221
7.95,12.4,3.4,9.0,57.0,0.0,33.537
7.8,13.0,2.5,10.5,58.25,0.0,33.905
8.65,16.2,1.1,15.1,60.0,0.0,31.951
10.15,20.25,0.15,20.1,60.25,0.0,32.747
10.7,20.55,0.95,19.6,65.0,0.0,30.923
12.0,21.05,3.0,18.05,72.25,0.0,28.997
14.1,22.2,6.05,16.15,69.0,0.0,30.153
15.2,21.9,8.55,13.35,63.75,0.0,30.693
14.1,19.85,8.3,11.55,71.25,3.5,30.771
13.3,20.9,5.65,15.25,69.5,7.0,26.141
13.7,23.65,3.75,19.9,65.5,7.0,28.307
14.95,24.3,5.6,18.7,66.5,7.0,29.794
13.6,21.15,6.05,15.1,66.25,12.5,27.637
12.6,17.2,8.0,9.2,80.25,19.25,24.736
14.1,17.7,10.5,7.2,81.5,20.5,22.798
14.85,20.0,9.7,10.3,69.75,20.5,22.283
14.95,22.25,7.65,14.6,67.0,20.5,11.14
14.35,22.55,6.15,16.4,65.0,20.5,10.354
14.05,23.6,4.5,19.1,60.75,20.5,8.675
15.05,25.65,4.45,21.2,59.5,20.5,6.511
16.25,26.9,5.6,21.3,58.25,20.5,5.445
15.4,25.15,5.7,19.45,64.25,20.5,5.172
15.1,20.1,10.15,9.95,78.0,29.5,4.694
15.5,18.0,13.05,4.95,85.5,46.0,0.548
14.85,17.75,12.0,5.75,88.75,55.75,0.682
14.3,18.85,9.8,9.05,85.75,58.0,5.2
14.35,22.1,6.6,15.5,76.0,29.0,5.108
15.05,24.3,5.8,18.5,74.75,0.0,1.156
14.95,23.2,6.7,16.5,69.5,0.0,2.14
13.7,21.05,6.3,14.75,63.0,3.0,2.6
11.9,19.3,4.45,14.85,63.25,6.0,1.042
10.9,19.05,2.7,16.35,61.5,6.0,1.602
11.9,21.5,2.35,19.15,62.75,6.0,1.869
12.8,20.95,4.75,16.2,69.75,6.25,1.458
13.9,22.05,5.75,16.3,68.5,6.5,1.986
16.15,25.3,6.95,18.35,62.75,6.5,1.754
17.8,24.9,10.65,14.25,67.75,24.0,0.876
17.75,23.2,12.25,10.95,73.75,44.75,0.512
17.85,24.6,11.05,13.55,73.75,48.0,0.536
17.05,22.5,11.55,10.95,79.5,50.5,1.635
16.75,20.85,12.65,8.2,78.5,53.0,3.062
17.35,24.5,10.25,14.25,71.25,53.0,2.535
17.9,26.55,9.3,17.25,65.5,53.0,1.661
18.5,27.5,9.55,17.95,61.25,53.0,1.666
